female,wjtest01,wjtest07,wjtest10,wmtest01,wmtest07,wmtest10,childs_language,daycare_home_age,daycare_home_duration,daycare_center_age,daycare_center_duration,headstart_age,headstart_duration,tpsprek_age,tpsprek_duration,prek_age,prek_duration,birth_city,birth_state,birth_country,respondent_birth_city,respondent_birth_state,respondent_birth_country,respondent_move,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,q1,q2,q3,q4,lastyrpk,lastyrhs,contxt1,contxt2,contxt3,contxt4,contxt5,contxt6,contxt7,contxt8,contxt9,contxt10,contxt11,contxt12,contxt13,contxt14,contxt15,contxt16,contxt17,contxt18,contxt19,contxt20,contxt21,contxt22,contxt23,contxt24,hs3yralum,ID,race,cohort,fullday0506,fullday0607,tpslunch0506,tpslunch0607,caphslunch0506,caphslunch0607,age,cutoff,langsurvey,psurvey,relative,health,medvisit,dentvisit,insurance,daycare_home,daycare_center,headstart,tpsprek,prek,internet,books,marital,father,respondent_education,spouse_education,momeduc,school_0607,school_0506,school_0405,teach_0607,teach_0506,white,black,hispanic,racecat4,racecat5,racecat6,other,freelunch
1,,,,3,3,6,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Michoacan,No Response,Mexico,1998,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,No,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,4674,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-89,0,Spanish,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,Yes,No response,No response,No response,No response,No,None or few (0-10),Separated,No,8th grade or less,No response,No high school or GED,42,,,,,0,0,1,0,0,0,0,1
1,9,8,9,,,,Spanish,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,No Response,No Response,Mexico,1997,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Disagree,No,No,1,0,1,1,1,1,2,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,No,3583,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-327,0,Spanish,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,No,No,No,No,No,No,None or few (0-10),Married,Yes,Some high school,8th grade or less,No high school or GED,60,,,,,0,0,1,0,0,0,0,1
0,2,2,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Disagree,Agree,Disagree,Disagree,No,No,1,1,0,0,0,1,1,1,0,0,2,0,0,2,1,1,0,1,1,1,0,1,2,0,No,5813,White,Pre-K Entrant,,Full day,,Free lunch,,,-141,0,,No,,,,,,,,,,,,,,,,,,60,,,,,1,0,0,0,0,0,0,1
1,12,9,15,,,,English,99,99,99,99,99,99,4,1,99,99,Tulsa,OK,USA,West Covina,CA,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Strongly agree,Agree,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No,1622,Native American,K Entrant,Full day,Full day,Free lunch,Free lunch,,,156,1,English,Yes,Biological mother,Very good,Less than 6 months,6 months to a year,Yes,No,No,No,Yes,No,Yes,Enough to fill 3 or more bookcases (more than 200),Divorced,No,Some high school,No response,No high school or GED,60,60,,,366,0,0,0,0,1,0,1,1
0,2,4,0,,,,English,99,99,99,99,99,.16670001,99,99,99,99,Tulsa,OK,USA,No Response,No Response,Lebanon,1997,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disagree,Strongly agree,Agree,Disagree,No,No,0,0,0,1,1,1,1,1,0,0,2,1,1,3,1,0,1,1,1,0,0,1,0,0,No,6041,White,Pre-K Entrant,,Half day,,Full price lunch,,,-230,0,English,Yes,No response,Excellent,Less than 6 months,1 year to 2 years,No,No,No,Yes,No,No,Yes,Enough to fill 1 bookcase (26-100),Married,Yes,High school graduate,College degree (4 yr),,59,,,,,1,0,0,0,0,0,0,0
1,2,3,2,,,,English,99,99,99,99,99,99,99,99,99,99,New Orleans,LA,USA,New Orleans,LA,USA,99,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Disagree,Agree,Disagree,Disagree,No,No,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,No,5942,Black,Pre-K Entrant,,Full day,,Free lunch,,,-173,0,English,Yes,Other,Excellent,Less than 6 months,6 months to a year,Yes,No,Yes,No,No,No,Yes,Enough to fill 1 shelf (11-25),Separated,No response,Some college,High school graduate,,60,,,,,0,1,0,0,0,0,0,1
1,10,11,18,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Pueblo,CO,USA,99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3578,White,Pre-K Entrant,,Full day,,Full price lunch,,,-72,0,English,Yes,Biological mother,Excellent,6 months to a year,Never,Yes,No,No,No,No,No,Yes,Enough to fill 3 or more bookcases (more than 200),Married,Yes,High school graduate,Some college,High school or GED,60,,,,,1,0,0,0,0,0,0,0
1,14,9,19,,,,English,.2308,2.75,99,99,99,99,99,1,99,99,Tulsa,OK,USA,Chicago,IL,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1653,White,K Entrant,Full day,Full day,Full price lunch,Reduced price lunch,,,129,1,English,Yes,Biological mother,Excellent,Less than 6 months,Never,Yes,Yes,No,No,Yes,No,Yes,Enough to fill 1 bookcase (26-100),Married,Yes,Some college,High school graduate,Some college,60,60,,,366,1,0,0,0,0,0,0,0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,203,White,Pre-K Entrant,,,,Full price lunch,,,-17,0,,No,,,,,,,,,,,,,,,,,,51,,,,,1,0,0,0,0,0,0,0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,5549,Black,Pre-K Entrant,,,,Free lunch,,,-173,0,,No,,,,,,,,,,,,,,,,,,18,,,,,0,1,0,0,0,0,0,1
1,8,9,13,,,,English,99,99,99,99,99,99,4,1,2,2,Tulsa,OK,USA,Anaheim,CA,USA,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Disagree,Agree,Disagree,Disagree,Yes,No,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,No,1345,White,K Entrant,Full day,Full day,Free lunch,Free lunch,,,247,1,English,Yes,Biological mother,Excellent,Less than 6 months,Never,Yes,No,No,No,Yes,Yes,Yes,Enough to fill 2 bookcases (101-200),Divorced,No,Associate's degree,GED,Some college,60,60,,,366,1,0,0,0,0,0,0,1
0,0,5,6,,,,English,3.5,2.5,2,2,2,99,5,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,Disagree,Agree,Disagree,Strongly disagree,Yes,No,1,1,1,1,1,2,3,2,1,3,1,1,1,4,1,4,4,1,1,2,2,2,1,2,No,1861,Black,K Entrant,Full day,Full day,Free lunch,Free lunch,,,229,1,English,Yes,Grandmother,Excellent,Less than 6 months,Less than 6 months,Yes,Yes,Yes,Yes,Yes,No,No,Enough to fill 1 bookcase (26-100),Married,Yes,Some college,Some college,,62,4,,,342,0,1,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,4777,Black,Pre-K Entrant,,,,Free lunch,,,-121,0,,No,,,,,,,,,,,,,,,,,,57,,,,,0,1,0,0,0,0,0,1
0,11,10,18,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,No,2009,Native American,K Entrant,Full day,Full day,Reduced price lunch,Reduced price lunch,,,264,1,English,Yes,Biological mother,Excellent,6 months to a year,6 months to a year,Yes,No,No,No,Yes,No,No,Enough to fill 1 bookcase (26-100),Married,Yes,Some college,High school graduate,Some college,60,60,,,366,0,0,0,0,1,0,1,0
1,2,3,8,,,,English,99,99,3,.25,99,99,99,99,99,99,Claremore,OK,USA,Tahlequah,OK,USA,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,3646,Native American,Pre-K Entrant,,Half day,,Reduced price lunch,,,-356,0,English,Yes,Biological mother,Good,6 months to a year,6 months to a year,Yes,No,Yes,No,No,No,Yes,Enough to fill 1 bookcase (26-100),Divorced,No,Some college,High school graduate,Some college,30,,,,,0,0,0,0,1,0,1,0
0,4,7,3,,,,English,99,99,4,.25,99,99,99,99,99,99,No Response,No Response,No Response,No Response,No Response,No Response,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,6235,Native American,Pre-K Entrant,,Half day,,Free lunch,,,-200,0,English,Yes,Biological mother,Very good,Less than 6 months,Never,Yes,No,Yes,No,No,No,No response,No Response,No response,No response,No response,No response,,60,,,,,0,0,0,0,1,0,1,1
1,10,10,12,,,,English,99,99,99,99,99,99,3,1,99,99,Tulsa,OK,USA,Mt. View,CA,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Agree,Strongly disagree,Agree,Agree,Yes,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,303,White,Pre-K Entrant,,Full day,,Free lunch,,,-118,0,English,Yes,Biological mother,Very good,6 months to a year,6 months to a year,Yes,No,No,No,Yes,No,Yes,Enough to fill 2 bookcases (101-200),Married,Yes,Some college,Some college,Some college,60,,,,,1,0,0,0,0,0,0,1
1,10,10,19,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Strongly agree,Disagree,Agree,Agree,No,No,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,3565,White,Pre-K Entrant,,Full day,,Full price lunch,,,-72,0,,No,,,,,,,,,,,,,,,,,,60,,,,,1,0,0,0,0,0,0,0
0,13,12,19,7,11,20,Spanish,99,99,99,99,99,99,99,99,99,99,Delicias,No Response,Mexico,Meoqui,No Response,Mexico,1990,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Strongly disagree,Yes,No,0,1,2,2,1,1,3,1,0,0,2,0,0,0,2,0,0,1,0,0,1,1,1,0,No,2861,Hispanic,K Entrant,Full day,Full day,Free lunch,Free lunch,,,351,1,Spanish,Yes,Biological father,Excellent,1 year to 2 years,Never,No,No,No,No,No,No,No,Enough to fill 1 shelf (11-25),Married,Yes,Some high school,Some high school,No high school or GED,34,61,,,319,0,0,1,0,0,0,0,1
1,13,13,18,,,,English,99,99,99,99,99,99,99,99,99,99,Clear Lake,TX,USA,Temple,TX,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,Yes,No,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,No,980,White,K Entrant,Half day,Full day,Free lunch,Full price lunch,,,248,1,English,Yes,No response,Excellent,6 months to a year,6 months to a year,No,Yes,Yes,No response,No response,No response,Yes,Enough to fill 1 bookcase (26-100),Married,Yes,Associate's degree,Some college,,36,36,,,160,1,0,0,0,0,0,0,0
0,,,,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,3260,,Pre-K Entrant,,Half day,,Free lunch,,,-330,0,English,Yes,Biological mother,Good,6 months to a year,Less than 6 months,Yes,No,No,No,No,No,Yes,Enough to fill 1 shelf (11-25),Married,Yes,Some high school,High school graduate,No high school or GED,,,,,,,,,,,,,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,317,Hispanic,Pre-K Entrant,,,,Free lunch,Free lunch,,-128,0,,No,,,,,,,,,,,,,,,,,,30,16,,,376,0,0,1,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,4844,White,Pre-K Entrant,,,,Free lunch,,,-333,0,,No,,,,,,,,,,,,,,,,,,51,,,,,1,0,0,0,0,0,0,1
0,5,5,10,,,,English,3,.083300002,3,.5,99,99,99,99,99,99,Tulsa,OK,USA,No Response,No Response,England,1977,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Disagree,Disagree,Agree,Agree,No,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3568,White,Pre-K Entrant,,Full day,,Reduced price lunch,,,-242,0,English,Yes,Biological mother,Very good,6 months to a year,Less than 6 months,Yes,Yes,Yes,No,No,No,Yes,Enough to fill 2 bookcases (101-200),Divorced,Yes,Associate's degree,GED,Some college,60,,,,,1,0,0,0,0,0,0,0
0,3,2,2,,,,English,99,99,3,.25,3,.17,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,Strongly disagree,Strongly agree,Disagree,,No,Yes,1,2,3,1,0,2,0,2,3,3,2,2,2,5,2,3,6,5,1,2,3,3,2,4,Yes,2511,White,Pre-K Entrant,,Full day,,Free lunch,,,-341,0,English,Yes,Biological mother,Very good,Less than 6 months,6 months to a year,Yes,No,Yes,Yes,No,No,No,Enough to fill 1 bookcase (26-100),Divorced,No,Some college,GED,Some college,43,44,,,,1,0,0,0,0,0,0,1
1,1,2,0,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,No,No,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,4517,Black,Pre-K Entrant,,Full day,,Free lunch,,,-207,0,English,Yes,Biological mother,Excellent,6 months to a year,Don't know,Yes,No,No,No,No,No,No,Enough to fill 1 shelf (11-25),Never Married,No,Some high school,No response,No high school or GED,18,,,,,0,1,0,0,0,0,0,1
